avg_daily_sales_sum,barcode_count,barcodes,current_winner,family_key,net_revenue_sum,product_ids,reorder_candidate,seller_sku_count,seller_sku_ids,sku_count,skus,sold_units_sum,stale_stock,stock_cover_days,stock_units_sum,stockout_risk,title,variant_count,variant_titles
2.15,10,"['1000073061020', '6900070484349', '6900073387548', '6900073387555', '6900073387562', '6900073387609', '6900073387616', '6900073387623', '6900073387630', '6900073387647']",False,product:2409774,0.0,[2409774],False,10,"['wow-7338764-АЛЫЙ', 'wow-7338764-ВИШН', 'wow-7338764-ГОЛУБ', 'wow-7338764-ЖЕЛТ', 'wow-7338764-ЗЕЛЕН', 'wow-7338764-ИНДИГО', 'wow-7338764-ЛАЗУР', 'wow-7338764-РыжийРЫЖИЙ', 'wow-7338764-УГОЛЬН', 'wow-7338764-ЧЕРН']",10,"['WONDERS-7338764-АЛЫЙ', 'WONDERS-7338764-ВИШН', 'WONDERS-7338764-ГОЛУБ', 'WONDERS-7338764-ЖЕЛТ', 'WONDERS-7338764-ЗЕЛЕН', 'WONDERS-7338764-ИНДИГО', 'WONDERS-7338764-ЛАЗУР', 'WONDERS-7338764-РЫЖИЙ', 'WONDERS-7338764-УГОЛЬН', 'WONDERS-7338764-ЧЕРН']",0,False,23.7,51,False,Химические опыты. Эксперименты. Неньютоновская жидкость Фараоновая змея. Фиксики,10,['Химические опыты. Эксперименты. Неньютоновская жидкость Фараоновая змея. Фиксики']
2.034,6,"['1000025852850', '1000025852867', '1000026083796', '1000061651127', '1000070023496', '1000071523490']",False,product:956409,0.0,[956409],False,0,[],6,"['WONDERS-03542-АМЕТИС', 'WONDERS-03542-ГОЛУБ', 'WONDERS-03542-ЗЕЛЕН', 'WONDERS-03542-КРАСН', 'WONDERS-03542-ЛАВАНД', 'WONDERS-03542-СИНИЙ']",0,False,10.3,21,True,Кубики детские 'Собери картинку' 4 кубика. Дикие и Домашние животные Транспорт,6,"[""Кубики детские 'Собери картинку' 4 кубика. Дикие и Домашние животные Транспорт""]"
2.017,12,"['1000032618968', '1000033502556', '1000033502563', '1000033505533', '1000034772057', '4606088026268', '4606088026275', '4606088026282', '4606088026299', '4606088026305', '4606088026312', '4606088026329']",False,product:1058969,0.0,[1058969],False,0,[],12,"['WONDERS-02626-АЛЫЙ', 'WONDERS-02626-АМЕТИС', 'WONDERS-02626-БЕЖЕВ', 'WONDERS-02626-БЕЛЫЙ', 'WONDERS-02626-ГОЛУБ', 'WONDERS-02626-ЗЕЛЕН', 'WONDERS-02626-КОНФЕТН', 'WONDERS-02626-КОРИЧН', 'WONDERS-02626-КРАСН', 'WONDERS-02626-ЛЕДЯН', 'WONDERS-02626-ОРАНЖ', 'WONDERS-02626-РОЗОВ']",0,False,11.4,23,True,Набор для творчества Мыло своими руками,12,['Набор для творчества Мыло своими руками']
2.017,4,"['6900043635266', '6900043635303', '6900050733122', '6900077906172']",False,product:2330948,0.0,[2330948],False,4,"['Алый', 'Голуб', 'Розов', 'Рыжий']",4,"['WONDERS-5073312-АЛЫЙ', 'WONDERS-5073312-ГОЛУБ', 'WONDERS-5073312-РОЗОВ', 'WONDERS-5073312-РЫЖИЙ']",0,False,10.9,22,True,Рюкзак детский плюшевый Лисёнок Кошечка Котик Единорог,4,['Рюкзак детский плюшевый Лисёнок Кошечка Котик Единорог']
2.017,3,"['2900073617571', '2900073617588', '2900073617595']",False,product:2537919,0.0,[2537919],False,0,[],3,"['WONDERS-ФЛАЖКИ-ЗЕЛЕН', 'WONDERS-ФЛАЖКИ-КРАСН', 'WONDERS-ФЛАЖКИ-ФИОЛЕТ']",0,False,5.0,10,True,Развивающие черно-белые карточки / картинки для новорожденных Животные Абстракция 0+,3,['Развивающие черно-белые карточки / картинки для новорожденных Животные Абстракция 0+']
2.0,1,['4602010511062'],False,product:172465,0.0,[172465],False,0,[],1,['WONDERS-Ф77176'],0,False,0.0,0,True,Настольная семейная игра 'Весёлые кольца',1,"[""Настольная семейная игра 'Весёлые кольца'""]"
2.0,1,['4606088028224'],False,product:1034797,0.0,[1034797],False,0,[],1,['WONDERS-02822'],0,False,0.0,0,True,Набор букв для игры Словодел 125 фишек. Составь слово,1,['Набор букв для игры Словодел 125 фишек. Составь слово']
2.0,6,"['4606088007151', '4606088007168', '4606088007175', '4606088007182', '4606088007199', '4606088007205']",False,product:1328530,0.0,[1328530],False,0,[],6,"['WONDERS-КУБИКИР-00715', 'WONDERS-КУБИКИР-00716', 'WONDERS-КУБИКИР-00717', 'WONDERS-КУБИКИР-00718', 'WONDERS-КУБИКИР-00719', 'WONDERS-КУБИКИР-00720']",0,False,1.0,2,True,Кубики детские с картинками 4 штуки,6,['Кубики детские с картинками 4 штуки']
2.0,5,"['4606088046440', '4606088046457', '4606088046464', '4606088046471', '4606088047300']",False,product:1997433,0.0,[1997433],False,0,[],5,"['WONDERS-04644-АЛЫЙ', 'WONDERS-04644-АМЕТИС', 'WONDERS-04644-ГОЛУБ', 'WONDERS-04644-ЗЕЛЕН', 'WONDERS-04644-ЛАЗУР']",0,False,2.5,5,True,Настольная игра 'Викторина. Школа дошколят',5,"[""Настольная игра 'Викторина. Школа дошколят'""]"
2.0,3,"['9785001925415', '9785001925422', '9785001925439']",False,product:2487480,0.0,[2487480],False,0,[],3,"['WONDERS-9306432-ГОЛУБ', 'WONDERS-9306432-ЛАЗУР', 'WONDERS-9306432-ЛЕДЯН']",0,False,0.0,0,True,Книга-история с наклейками Эльза и Анна. Книжка Холодное сердце. Идеальный летний день,3,['Книга-история с наклейками Эльза и Анна. Книжка Холодное сердце. Идеальный летний день']
2.0,1,['9785001927983'],False,product:2518364,0.0,[2518364],False,0,[],1,['WONDERS-9750579-ЗОЛОТ'],0,False,0.0,0,True,Книга Рисуем наклейками по номерам. Создай свой шедевр!,1,['Книга Рисуем наклейками по номерам. Создай свой шедевр!']
2.0,2,"['2900099304226', '2900099304233']",False,product:2691711,0.0,[2691711],False,0,[],2,"['WONDERS-9930423-КОРИЧН', 'WONDERS-9930423-ОРАНЖ']",0,False,0.0,0,True,Книжка-шуршалка с погремушкой. Кто как говорит? Животные фермы Зоопарк,2,['Книжка-шуршалка с погремушкой. Кто как говорит? Животные фермы Зоопарк']
2.0,3,"['2900099248728', '2900099248759', '6900099248731']",False,product:2692084,0.0,[2692084],False,3,"['wow-9924875-желт', 'wow-9924875-красн', 'wow-9924875-черн']",3,"['WONDERS-9924875-ЖЕЛТ', 'WONDERS-9924875-КРАСН', 'WONDERS-9924875-ЧЕРН']",0,False,9.5,19,True,Книжка-шуршалка 'Мои первые слова' 10х11 см,3,"[""Книжка-шуршалка 'Мои первые слова' 10х11 см""]"
2.0,3,"['2900096270449', '2900096270456', '2900096270463']",False,product:2694873,0.0,[2694873],False,0,[],3,"['WONDERS-КУКЛА-ГОЛУБ', 'WONDERS-КУКЛА-РОЗОВ', 'WONDERS-КУКЛА-ЧЕРН']",0,False,3.5,7,True,Магнитная игра 'Тёмная история',3,"[""Магнитная игра 'Тёмная история'""]"
2.0,4,"['6900035282157', '6900051133556', '6900069608688', '6900102299095']",False,product:2974163,0.0,[2974163],False,0,[],4,"['WONDERS-КАРНАВА-БЕЛЫЙ', 'WONDERS-КАРНАВА-ГОЛУБ', 'WONDERS-КАРНАВА-ЛЕДЯН', 'WONDERS-КАРНАВА-СЕРЕБРН']",0,False,5.5,11,True,Карнавальный набор Снежинка. Новогодний ободок пумпоны,4,['Карнавальный набор Снежинка. Новогодний ободок пумпоны']
1.5,6,"['1000076113375', '1000076113382', '4606088036632', '4606088037318', '4606088040561', '4606088041384']",False,product:2331513,0.0,[2331513],False,0,[],6,"['WONDERS-03663-АЛЫЙ', 'WONDERS-03663-БЕЖЕВ', 'WONDERS-03663-ЖЕЛТ', 'WONDERS-03663-ЗЕЛЕН', 'WONDERS-03663-ОРАНЖ', 'WONDERS-03663-СЕРЫЙ']",0,False,2.0,3,True,Кукла-перчатка на руку Домашний кукольный театр Доктор  внучка Машенька,6,['Кукла-перчатка на руку Домашний кукольный театр Доктор  внучка Машенька']
1.128,14,"['4606088039879', '4606088039886', '4606088039893', '4606088039909', '4606088039916', '4606088039923', '4606088039930', '4606088039947', '4606088039954', '4606088039961', '4606088039992', '4606088040004', '4606088040011', '4606088040028']",False,product:913146,0.0,[913146],False,0,[],14,"['WONDERS-П0398-БЕЖЕВ', 'WONDERS-П0398-БОРДОВ', 'WONDERS-П0398-ГОЛУБ', 'WONDERS-П0398-ЖЕЛТ', 'WONDERS-П0398-ЗЕЛЕН', 'WONDERS-П0398-ЗОЛОТ', 'WONDERS-П0398-КОРИЧН', 'WONDERS-П0398-КРАСН', 'WONDERS-П0398-ЛЕДЯН', 'WONDERS-П0398-ЛИМОН', 'WONDERS-П0398-МОРСК', 'WONDERS-П0398-РОЗОВ', 'WONDERS-П0398-ФИОЛЕТ', 'WONDERS-П0398-ЧЕРН']",0,False,142.7,161,False,Пазлы детские в рамке Герои Дисней: Король лев Рапунцель Холодное сердце Моана Виннипух,14,['Пазлы детские в рамке Герои Дисней: Король лев Рапунцель Холодное сердце Моана Виннипух']
1.1,5,"['6900096241476', '6900104122667', '6900104122674', '6900104122711', '6900104122728']",False,product:2975468,0.0,[2975468],False,5,"['Белый', 'Голубой', 'Зеленый', 'Розовый', 'Синий']",5,"['WONDERS-ОРИГАМИ-БЕЛЫЙ', 'WONDERS-ОРИГАМИ-ГОЛУБ', 'WONDERS-ОРИГАМИ-ЗЕЛЕН', 'WONDERS-ОРИГАМИ-РОЗОВ', 'WONDERS-ОРИГАМИ-СИНИЙ']",0,False,46.4,51,False,Оригами для мальчиков девочек набор для творчества,5,['Оригами для мальчиков девочек набор для творчества']
1.084,4,"['1000078584036', '2900073653050', '2900073653067', '2900073653081']",False,product:2694925,0.0,[2694925],False,0,[],4,"['WONDERS-НЕЙРО-АМЕТИС', 'WONDERS-НЕЙРО-БЕЖЕВ', 'WONDERS-НЕЙРО-БИРЮЗ', 'WONDERS-НЕЙРО-МАНГО']",0,False,5.5,6,True,Нейропсихологический набор. Развивающие карточки для детей,4,['Нейропсихологический набор. Развивающие карточки для детей']
1.067,4,"['6900073387661', '6900073387678', '6900073387692', '6900091761306']",False,product:2547739,0.0,[2547739],False,0,[],4,"['WONDERS-7338767-ЗЕЛЕН', 'WONDERS-7338767-КОРАЛЛ', 'WONDERS-7338767-ОРАНЖ', 'WONDERS-7338767-РОЗОВ']",0,False,8.4,9,True,Химические опыты эксперименты. Полимерные червячки Коралловый риф Смешарики Мимимишки,4,['Химические опыты эксперименты. Полимерные червячки Коралловый риф Смешарики Мимимишки']
1.062,10,"['4606088044590', '4606088044606', '4606088044668', '4606088044675', '4606088044682', '4606088044699', '4606088044705', '4606088044712', '4606088047263', '4606088047287']",False,product:1829591,0.0,[1829591],False,0,[],10,"['WONDERS-04460-АЛЫЙ', 'WONDERS-04460-БЕЖЕВ', 'WONDERS-04460-БЕЛЫЙ', 'WONDERS-04460-ЖЕЛТ', 'WONDERS-04460-ЗЕЛЕН', 'WONDERS-04460-КОРИЧН', 'WONDERS-04460-ЛЗЕЛЕН', 'WONDERS-04460-РОЗОВ', 'WONDERS-04460-САЛАТ', 'WONDERS-04460-СИНИЙ']",0,False,2.8,3,True,Доски для выжигания с рисунком,10,['Доски для выжигания с рисунком']
1.05,4,"['1000051495526', '4606088020730', '4606088020747', '4606088021942']",False,product:1832626,0.0,[1832626],False,0,[],4,"['WONDERS-02073-БЕЛЫЙ', 'WONDERS-02073-ГОЛУБ', 'WONDERS-02073-ЖЕЛТ', 'WONDERS-02073-КРАСН']",0,False,17.1,18,False,Мозаика детская шестигранная пластмассовая Сова Машина 85 100 и 120 элементов,4,['Мозаика детская шестигранная пластмассовая Сова Машина 85 100 и 120 элементов']
1.036,2,"['2900042319895', '2900042319901']",False,product:2539433,0.0,[2539433],False,0,[],2,"['WONDERS-4231990-ЗЕЛЕН', 'WONDERS-4231990-КРАСН']",0,False,0.0,0,True,Платочек / комфортер - шуршалка для малышей. Черно-белые картинки 20*20 см,2,['Платочек / комфортер - шуршалка для малышей. Черно-белые картинки 20*20 см']
1.033,9,"['1000100036328', '2900093484252', '2900093484276', '2900093484313', '2900093484351', '2900097612897', '2900097612903', '2900097612927', '2900097612941']",False,product:3064968,0.0,[3064968],False,9,"['wow-НОГТИ-ЖЕЛТ', 'wow-НОГТИ-ЗЕЛЕН', 'wow-НОГТИ-КОНФЕТН', 'wow-НОГТИ-ЛАЗУР', 'wow-НОГТИ-МАРСАЛ', 'wow-НОГТИ-СЕРЕБРН', 'wow-НОГТИ-СИНИЙ', 'wow-НОГТИ-СИРЕН', 'wow-НОГТИ-ТЕМНРОЗ']",9,"['WONDERS-НОГТИ-ЖЕЛТ', 'WONDERS-НОГТИ-ЗЕЛЕН', 'WONDERS-НОГТИ-КОНФЕТН', 'WONDERS-НОГТИ-ЛАЗУР', 'WONDERS-НОГТИ-МАРСАЛ', 'WONDERS-НОГТИ-СЕРЕБРН', 'WONDERS-НОГТИ-СИНИЙ', 'WONDERS-НОГТИ-СИРЕН', 'WONDERS-НОГТИ-ТЕМНРОЗ']",0,False,95.8,99,False,Детские накладные ногти Сияй ярче звёзд 12 шт,9,['Детские накладные ногти Сияй ярче звёзд 12 шт']
1.017,10,"['4670006851263', '4670006851270', '4670006851287', '4670006851294', '4670006851317', '4670006852772', '4670006852796', '4670006852802', '4670006853656', '4670006853663']",False,product:540339,0.0,[540339],False,0,[],10,"['WONDERS-ПЗЛ-БАГРОВ', 'WONDERS-ПЗЛ-БЕЖЕВ', 'WONDERS-ПЗЛ-БЕЛЫЙ', 'WONDERS-ПЗЛ-ЖЕЛТ', 'WONDERS-ПЗЛ-КОРИЧН', 'WONDERS-ПЗЛ-КРАСН', 'WONDERS-ПЗЛ-МОРСК', 'WONDERS-ПЗЛ-ОРАНЖ', 'WONDERS-ПЗЛ-СЕРЕБРН', 'WONDERS-ПЗЛ-СИНИЙ']",0,False,52.1,53,False,Детские деревянные пазлы,10,['Детские деревянные пазлы']
